STT,CUS_CIF_NBR,CUS_NM,DTE_OPN_CIF,BRN_OPN_CIF,CUS_GEN,AGE,TINHTRANGHONNHAN,CUS_PHONE,CUS_MAIL,CUS_ADRR,TINHCHATCVHT,TRINHDOHOCVAN,AVG_AMT_3M,CALL_DATE,STATUS_ADV,CUST_BANCASED,SANPHAMBHNTDAMUA,NGAYMUABH,SPDV,PRIORITYFLAG,BRN_MNGT_PRIO,PAYROLLFLAG,DSCTTHEGHINO,DSCTTHETINDUNG,DSCTNOTIENGUI,DSCTCOTIENGUI,DSCTDIGIBANK,AVG_BAL_TA_E12M,AVG_BAL_TM_E12M,AVG_BAL_LN_E12M,SODUTIENGUI,SODUTIETKIEM,DUNOVAY,NHOMNOVCB,MATDT,CHITIEUCHOYTE,CHITIEUCHOGD,CHITIEUCHODULICH,CHITIEUDAUTUCK,LYDOMUABAOHIEM,SCORE,DATIEPCAN,FEEDBACK,NOTE,RMTIEPCAN
709,xxxxxx,NGO KIET TRINH,4/4/2023,9062,Nữ,25,Có gia đình,xxxxxxx624,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ quản lý sơ cấp,Cao đẳng,20612013, ,Không có,Không,FWD Nang tam vi the,12/16/2023,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P7,9603,Không,18692793,2293200,28219735289,25166876638,598764043,21766635,31031762,64338333,94542085,85424660,36827478,2,27/03/2024,24959904,49413653,8489777,29019338,Quan tâm bảo hiểm,66%,Đã tiếp cận,khác,chưa có,0
710,xxxxxx,DOAN NHAT NAM,2/18/2022,6667,Nam,55,Ly dị,xxxxxxx571,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý cao cấp,Cao học,26034849,8/27/2020,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,5/15/2023,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4B,9603,Không,26571907,685865,15113563043,28699974867,512620503,73007578,21818014,33537830,81413092,74829861,73781914,2,27/03/2024,53676844,25538039,40783008,29289450,Quan tâm bảo hiểm,58%,Chưa tiếp cận,khác,chưa có,0
711,xxxxxx,NGUYEN UYEN NGHI,9/21/2022,7515,Nữ,53,Ly dị,xxxxxxx151,xxxxxxxxx@gmail.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý trung cấp,Đại học,20434980,2/8/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,7/17/2023,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Có,38625775,2342181,29464882330,1027306546,499538555,26567543,29448945,31429745,41338642,42061478,58218779,2,27/03/2024,61653954,68851568,4667626,33045600,Quan tâm bảo hiểm,55%,Đã tiếp cận,khác,chưa có,0
712,xxxxxx,BUI TRUONG PHU,1/28/2023,2705,Nam,22,Ly dị,xxxxxxx395,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Tốt nghiệp phổ thông,28691713,12/2/2021,Không có,Không,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P7,9603,Không,8294456,989001,27373291432,13770711205,465250575,71606395,74663506,52032831,87461350,85382856,8971742,2,27/03/2024,51740175,60222654,18611835,82910186,"Quan tâm đầu tư, tài chính",66%,Chưa tiếp cận,khác,chưa có,0
713,xxxxxx,TRAN CAT LINH,5/7/2022,9559,Nam,43,Độc thân,xxxxxxx184,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,34172442,7/24/2023,Đồng ý gặp mặt,Có,Không có,Không,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P7,9603,Có,34555120,423565,9139322272,22127507800,1508163020,80586888,8288023,16137310,60663330,51956161,62828704,2,27/03/2024,49031619,91984604,32893061,1442413,Quan tâm gia đình,53%,Chưa tiếp cận,khác,chưa có,0
714,xxxxxx,DANG THANH PHONG,6/26/2020,5290,Nam,47,Độc thân,xxxxxxx871,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ quản lý cao cấp,Cao đẳng,19087801,4/30/2021,Không có,Không,FWD Nang tam vi the,2/20/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Không,2517040,2280302,14511873896,19959327978,684738001,40563079,9346525,88795948,98478087,87741211,82647606,2,27/03/2024,58552673,83402756,2090431,65835302,Quan tâm đến cuộc sống tương lai,73%,Chưa tiếp cận,khác,chưa có,0
715,xxxxxx,VU PHU THO,4/20/2023,4469,Nam,26,Độc thân,xxxxxxx575,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Trung cấp,33213570,5/25/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,11/15/2023,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P5B,9603,Không,6795911,2116788,23965635685,1116386872,168937309,54505899,1993739,87112670,20390921,30012854,35989117,1,27/03/2024,37520111,23110430,20127209,40193518,Quan tâm bảo hiểm,67%,Chưa tiếp cận,khác,chưa có,0
716,xxxxxx,HUYNH HUU TOAN,11/3/2021,8131,Nữ,15,Có gia đình,xxxxxxx459,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý cao cấp,Đại học,32370147,5/15/2020,Không có,Không,FWD con vuon xa,9/8/2021,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P2,9603,Không,33346318,1277901,21395212112,24593497897,1531409092,42644770,20031281,98526458,73478405,27970812,24621190,2,27/03/2024,5484322,11254486,29358019,65730212,Quan tâm đến cuộc sống tương lai,68%,Đã tiếp cận,khác,chưa có,0
717,xxxxxx,DUONG NHA HONG,7/30/2020,8846,Nữ,30,Có gia đình,xxxxxxx506,xxxxxxxxx@gmail.com,"Hà Đông,Hà Nội",Cán bộ quản lý sơ cấp,Tốt nghiệp phổ thông,18870243,10/6/2021,Không có,Không,FWD Nang tam vi the,7/30/2020,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Có,15341120,1915008,28970901027,19325661116,1021941730,97201321,53580426,46165114,83879120,84140643,68122167,1,27/03/2024,64009907,46225746,89900454,73613981,Quan tâm bảo hiểm,77%,Chưa tiếp cận,khác,chưa có,0
718,xxxxxx,DUONG DAN TAM,4/4/2023,9330,Nam,38,Độc thân,xxxxxxx097,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao học,32043545,3/23/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,4/18/2023,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4B,9603,Có,39432943,535726,8326138100,28021511989,564805982,26344017,43450215,65864773,68939652,61410444,32898435,2,27/03/2024,5643007,10671595,48620865,25565273,Quan tâm gia đình,77%,Chưa tiếp cận,khác,chưa có,0
719,xxxxxx,DUONG NAM DUONG,8/6/2023,3200,Nam,42,Độc thân,xxxxxxx109,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ văn phòng,Cao học,7313315,10/15/2023,Không có,Không,FWD con vuon xa,11/7/2020,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P1,9603,Có,10770267,2788546,26352859151,11644913994,23775167,38958556,62338046,34613115,86066695,94524108,18699819,2,27/03/2024,64304767,47372380,4190044,87459776,"Quan tâm đầu tư, tài chính",51%,Chưa tiếp cận,khác,chưa có,0
720,xxxxxx,NGUYEN SON CA,8/2/2020,4093,Nam,41,Có gia đình,xxxxxxx653,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội",Cán bộ quản lý cao cấp,Trung cấp,35503187,2/6/2023,Không có,Không,FWD con vuon xa,1/23/2022,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P5A,9603,Có,6662018,1256241,7326928296,25300966037,330475004,74162897,10054686,71831672,71892764,14089713,37530873,2,27/03/2024,12238881,75610468,65940932,74674892,Quan tâm sức khoẻ,77%,Chưa tiếp cận,khác,chưa có,0
721,xxxxxx,NGO VAN THANH,########,3445,Nam,60,Độc thân,xxxxxxx629,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý trung cấp,Cao học,13969046,5/17/2022,Đồng ý gặp mặt,Có,FWD con vuon xa,12/22/2020,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P6,9603,Có,33907683,295151,9973890353,20724249993,1859005266,26085921,40623807,47811850,1578110,10147114,73156958,1,27/03/2024,35608503,40267323,48403253,9707636,Quan tâm bảo hiểm,66%,Đã tiếp cận,khác,chưa có,0
722,xxxxxx,PHAN AI HONG,2/10/2021,6535,Nữ,34,Độc thân,xxxxxxx336,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ văn phòng,Cao học,24406529,12/6/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P5,9603,Có,19223324,1184514,7259717549,1120344675,1316446305,19445099,7726706,99113975,91568220,50262257,72692976,2,27/03/2024,65187888,88139028,75285141,36454093,Quan tâm gia đình,77%,Đã tiếp cận,khác,chưa có,0
723,xxxxxx,PHAM HAI ÐANG,3/10/2022,8249,Nam,19,Ly dị,xxxxxxx666,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ văn phòng,Trung cấp,39164826,12/4/2021,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,10/16/2021,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P4B,9603,Không,22865955,2283828,10448759424,26437194205,1113274778,54346768,72627545,84045147,17278505,61809085,54983777,1,27/03/2024,7595044,27965903,69515220,95996159,Quan tâm gia đình,65%,Chưa tiếp cận,khác,chưa có,0
724,xxxxxx,BUI NHAT QUOC,8/21/2023,3139,Nam,26,Độc thân,xxxxxxx828,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Đại học,5955061, ,Đồng ý gặp mặt,Có,FWD Nang tam vi the,3/12/2022,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P4B,9603,Có,34433672,41707,22813105390,18465121070,1427929311,37473304,5751817,97350069,45708374,85043200,35760380,2,27/03/2024,61353297,90044185,9055024,59307950,Quan tâm gia đình,58%,Chưa tiếp cận,khác,chưa có,0
725,xxxxxx,NGUYEN UYEN NHI,12/1/2022,2554,Nữ,60,Độc thân,xxxxxxx804,xxxxxxxxx@gmail.com,"Hoàn Kiếm,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Tốt nghiệp phổ thông,32488474, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,1/5/2020,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P4A,9603,Không,14922469,1634829,13756120701,2280967076,458514446,67699676,21961136,76123442,56727969,71417541,16985059,2,27/03/2024,15629029,30079206,16265418,59455123,Quan tâm sức khoẻ,69%,Đã tiếp cận,khác,chưa có,0
726,xxxxxx,DO DONG VY,6/21/2021,5692,Nam,51,Độc thân,xxxxxxx830,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Trung cấp,19980038,9/14/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,3/25/2023,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P1,9603,Có,4536825,2771794,27365595992,5485909967,518419577,21080113,50638956,61868707,14584494,47286397,19547861,2,27/03/2024,58118609,78601002,48144073,55942642,Quan tâm bảo hiểm,66%,Đã tiếp cận,khác,chưa có,0
727,xxxxxx,VO KHAC TRIEU,5/2/2021,9268,Nam,18,Ly dị,xxxxxxx140,xxxxxxxxx@gmail.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý sơ cấp,Đại học,6639631,11/21/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,3/9/2022,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5A,9603,Không,6696270,2166809,13288045730,18975577564,270281180,11612802,87641615,47613484,10392428,65874937,99427521,1,27/03/2024,27931036,59984621,68259239,25208011,Quan tâm đến cuộc sống tương lai,66%,Chưa tiếp cận,khác,chưa có,0
728,xxxxxx,HO BICH TY,1/7/2022,9188,Nữ,25,Ly dị,xxxxxxx136,xxxxxxxxx@outlook.com,"Hai Bà Trưng,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Đại học,25910611,6/22/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,11/7/2020,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P5,9603,Có,29255499,2806807,28736090720,11127709456,1182539514,60513241,44428805,4015790,85990418,73919530,46105657,2,27/03/2024,41390420,78750791,24202682,34334114,"Quan tâm đầu tư, tài chính",65%,Đã tiếp cận,khác,chưa có,0
729,xxxxxx,DOAN MY TAM,5/7/2023,4514,Nam,58,Có gia đình,xxxxxxx387,xxxxxxxxx@gmail.com,"Hà Đông,Hà Nội",Cán bộ văn phòng,Trung cấp,32326250, ,Không có,Không,FWD Nang tam vi the,12/9/2021,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P1,9603,Không,5557362,1829000,11096279892,21185950598,1834847481,3441791,76749760,19825065,22329010,78985095,4579659,2,27/03/2024,82009065,35436241,67021375,23955466,Quan tâm gia đình,67%,Chưa tiếp cận,khác,chưa có,0
730,xxxxxx,HUYNH QUANG LOC,11/9/2022,8448,Nữ,48,Ly dị,xxxxxxx252,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao đẳng,36046315, ,Đồng ý gặp mặt,Có,FWD con vuon xa,4/9/2023,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P5A,9603,Không,19826382,2484807,26313764219,7549592066,937012138,38309055,41771764,17950535,23121890,61899004,73885322,2,27/03/2024,66844594,14319681,33793779,53078756,Quan tâm gia đình,74%,Chưa tiếp cận,khác,chưa có,0
731,xxxxxx,LY ÐUC QUANG,4/27/2023,5323,Nữ,59,Độc thân,xxxxxxx320,xxxxxxxxx@outlook.com,"Hà Đông,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,39720286,3/7/2021,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P4B,9603,Không,9016134,2073188,5709120650,21420741288,2754997,54105794,39678763,95751324,77023519,33154272,95145779,2,27/03/2024,50754370,73668794,29860123,33061447,Quan tâm sức khoẻ,66%,Đã tiếp cận,khác,chưa có,0
732,xxxxxx,NGUYEN HOAI AN,8/10/2020,6979,Nữ,52,Ly dị,xxxxxxx135,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ quản lý cao cấp,Cao học,7377884,5/24/2020,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Có,6832704,2714330,6458852719,27264103361,1911595368,34639506,62995982,44021830,29403251,91942962,72887855,1,27/03/2024,80335073,91867771,94744509,46433557,Quan tâm bảo hiểm,71%,Chưa tiếp cận,khác,chưa có,0
733,xxxxxx,LE QUANG KHANH,9/14/2020,1730,Nữ,58,Ly dị,xxxxxxx073,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,39744962,10/5/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,11/8/2021,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Không,30949488,1473524,8527328998,10093434767,1249936112,36777062,5269235,45820942,24431164,94174105,35233226,2,27/03/2024,32754185,20132631,43168788,85696525,Quan tâm sức khoẻ,73%,Đã tiếp cận,khác,chưa có,0
734,xxxxxx,HUYNH GIANG SON,########,4495,Nữ,41,Độc thân,xxxxxxx989,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,35339645,8/24/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,9/2/2023,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P4B,9603,Có,21674889,1603090,24485544140,6748219344,1948966852,59941527,94624968,57350294,59248615,88449447,32931569,2,27/03/2024,44498191,86004176,73076510,98027329,Quan tâm sức khoẻ,52%,Chưa tiếp cận,khác,chưa có,0
735,xxxxxx,NGUYEN VIET NGOC,11/16/2022,8320,Nữ,33,Ly dị,xxxxxxx977,xxxxxxxxx@outlook.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,22285779,7/29/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,5/14/2021,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P2,9603,Có,28532718,208503,18613507027,21202977629,1156590998,55429453,7570072,96751004,94074172,70408779,96971630,2,27/03/2024,1563230,35275693,74172534,2600706,Quan tâm bảo hiểm,66%,Chưa tiếp cận,khác,chưa có,0
736,xxxxxx,DANG DA NGUYET,########,2078,Nam,31,Độc thân,xxxxxxx798,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Trung cấp,39288397,10/2/2020,Không có,Không,FWD con vuon xa,1/28/2020,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P7,9603,Có,23784558,1397392,7646802181,11406531556,958751063,86201803,71334360,1392421,97314283,29220270,31845854,1,27/03/2024,35197998,32155351,82915190,47962573,Quan tâm sức khoẻ,66%,Chưa tiếp cận,khác,chưa có,0
737,xxxxxx,BUI HUU ÐAT,3/24/2023,8956,Nữ,15,Có gia đình,xxxxxxx903,xxxxxxxxx@outlook.com,"Hà Đông,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,25677309,2/4/2023,Không có,Không,Không có,Không,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P4A,9603,Không,7066315,823628,19983017022,5516393846,1970418434,84169814,91281559,87223964,65642285,94639345,48345922,2,27/03/2024,83601690,50314278,5897989,29373396,Quan tâm gia đình,66%,Chưa tiếp cận,khác,chưa có,0
738,xxxxxx,LE NGOC HOAN,5/12/2023,2561,Nữ,58,Độc thân,xxxxxxx190,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,21043134, ,Không có,Không,FWD Nang tam vi the,3/1/2021,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P5,9603,Không,8800093,2940474,1935751426,23474516881,1669471190,44905056,84048074,22589527,37274319,90098497,78286515,2,27/03/2024,67386591,4763878,62715605,60109560,"Quan tâm đầu tư, tài chính",77%,Đã tiếp cận,khác,chưa có,0
739,xxxxxx,DO GIA KIEN,12/27/2022,5176,Nữ,50,Độc thân,xxxxxxx506,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Cao học,33770585,11/26/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,1/23/2022,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,Không có,Không có,Có,36999798,2837992,28353391446,15539529256,829142821,52877454,9771993,41908729,68684683,56994677,89771706,2,27/03/2024,92671166,85355964,27295991,64487700,Quan tâm bảo hiểm,77%,Chưa tiếp cận,khác,chưa có,0
740,xxxxxx,NGO THANH NGUYEN,5/1/2023,7703,Nam,35,Ly dị,xxxxxxx470,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Trung cấp,39157735, ,Đồng ý gặp mặt,Có,FWD con vuon xa,10/19/2021,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P7,9603,Không,18879072,1543833,25199753965,6675908863,494859023,38092447,83416376,6671203,99534776,98576381,60472756,2,27/03/2024,4099164,25678770,69932964,77479800,Quan tâm gia đình,63%,Chưa tiếp cận,khác,chưa có,0
741,xxxxxx,LE LINH PHUONG,6/6/2022,582,Nữ,58,Ly dị,xxxxxxx657,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý sơ cấp,Tốt nghiệp phổ thông,38917176,3/16/2023,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P4,9603,Có,26136664,2288633,8689950616,27612771115,32743693,95687049,11566709,69872343,45070881,49074453,13895378,1,27/03/2024,20641179,68751453,46075956,86154589,Quan tâm sức khoẻ,66%,Đã tiếp cận,khác,chưa có,0
742,xxxxxx,DOAN XUAN QUY,7/11/2020,990,Nữ,26,Độc thân,xxxxxxx782,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ văn phòng,Đại học,8525930,11/3/2020,Không có,Không,Không có,Không,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P5A,9603,Có,38873062,1748101,16477079638,23232576145,1260608239,81607836,12031309,67242328,6300723,40084574,79007387,2,27/03/2024,52591594,40812089,83574097,75009628,Quan tâm sức khoẻ,77%,Đã tiếp cận,khác,chưa có,0
743,xxxxxx,DO KIM THU,########,5678,Nam,39,Có gia đình,xxxxxxx624,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Đại học,34838813,3/21/2022,Đồng ý gặp mặt,Có,FWD Nang tam vi the,8/24/2022,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5B,9603,Có,38108510,149405,13482146236,3559540802,1953412272,34204779,16946739,7751562,92971211,60566107,56333288,2,27/03/2024,87041615,92749839,17666716,18892395,Quan tâm đến cuộc sống tương lai,66%,Đã tiếp cận,khác,chưa có,0
744,xxxxxx,VU CAM HIEN,7/28/2022,1858,Nam,59,Ly dị,xxxxxxx511,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý trung cấp,Cao học,37156983,8/11/2022,Không có,Không,FWD Don dau thay doi 3.0,11/29/2021,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P1,9603,Có,20929969,1220645,26928786970,13101276385,666050146,30721460,87474944,79721888,87810737,11123556,31853006,1,27/03/2024,22704003,64915099,20787120,16065138,Quan tâm bảo hiểm,56%,Chưa tiếp cận,khác,chưa có,0
745,xxxxxx,HO HO NAM,########,7715,Nữ,23,Độc thân,xxxxxxx252,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,31130878,4/4/2020,Không có,Không,Không có,Không,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P4,9603,Không,11250524,472469,7273064306,22901829248,1559736602,67797238,1217564,89232661,83001536,21213418,13180677,2,27/03/2024,83997874,37491117,62519224,26571512,Quan tâm sức khoẻ,66%,Chưa tiếp cận,khác,chưa có,0
746,xxxxxx,HO KHIET TAM,11/11/2023,1347,Nữ,39,Độc thân,xxxxxxx031,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,34156807,10/13/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,8/9/2022,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4B,9603,Có,14925473,2148474,17613558932,2421641456,59265985,50472855,97181506,52934793,49447441,75895228,83679721,2,27/03/2024,87614713,98326176,50332061,86578269,Quan tâm bảo hiểm,66%,Chưa tiếp cận,khác,chưa có,0
747,xxxxxx,LY MINH HA,########,2398,Nữ,18,Độc thân,xxxxxxx172,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ văn phòng,Cao học,37162935,2/17/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,12/25/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P3,9603,Có,495906,2694156,20111185474,24689793809,1270834,33831457,86811767,50572307,93316624,91280619,28606754,2,27/03/2024,82140609,87420197,49430927,37742739,Quan tâm sức khoẻ,66%,Đã tiếp cận,khác,chưa có,0
748,xxxxxx,TRUONG THANH HAI,6/14/2023,7414,Nữ,58,Có gia đình,xxxxxxx300,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao học,23124672, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P5,9603,Có,39931722,1546007,11214721336,7863900219,392978450,7372975,29038215,19759342,54792413,28261313,48988321,2,27/03/2024,75581887,96914748,27611791,7162091,Quan tâm gia đình,61%,Đã tiếp cận,khác,chưa có,0
749,xxxxxx,PHAN HUU CUONG,3/24/2021,3886,Nữ,32,Ly dị,xxxxxxx124,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ văn phòng,Trung cấp,11376058,10/25/2020,Không có,Không,FWD con vuon xa,12/1/2020,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,Không có,Không có,Có,27342268,1954587,489715028,13578508860,422885882,25680130,22824494,86441417,45831982,8628196,77660191,2,27/03/2024,76812511,25268316,51936554,33369560,Quan tâm đến cuộc sống tương lai,59%,Chưa tiếp cận,khác,chưa có,0
750,xxxxxx,PHAM THUY ÐAO,8/13/2023,4425,Nữ,49,Ly dị,xxxxxxx748,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,39210867, ,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,2/13/2023,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5,9603,Không,6398302,2291393,13365750761,13309460871,1191281116,72210584,53581039,49217894,44038501,54987132,32888643,2,27/03/2024,61390903,83268667,95622947,12700716,Quan tâm sức khoẻ,66%,Chưa tiếp cận,khác,chưa có,0
